id	Length	Description
NRRL3_09181	579	TRAPII complex component, mediates Rab guanyl-nucleotide exchange factor activity, involved in Golgi vesicle-mediated transport
NRRL3_09182	1080	U5 small nuclear ribonucleoprotein 40 kDa protein
NRRL3_09183	1062	hypothetical protein
NRRL3_09184	3282	alpha-mannosidase
NRRL3_09185	777	gamma-glutamylcyclotransferase-like protein
NRRL3_09186	654	adenine phosphoribosyltransferase
NRRL3_09187	1563	hypothetical protein
NRRL3_09188	381	2-iminobutanoate/2-iminopropanoate deaminase
NRRL3_09189	4071	uncharacterized protein
NRRL3_09190	465	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8-like protein
NRRL3_09191	5133	helicase Swr1
NRRL3_09192	1092	Clr5 domain-containing protein
NRRL3_09193	1041	alcohol dehydrogenase domain-containing protein
NRRL3_09194	1740	NADP-dependent malic enzyme, mitochondrial 
NRRL3_09195	801	hypothetical protein
NRRL3_09196	546	hypothetical protein
NRRL3_09197	1575	mitochondrial splicing suppressor 51, zinc-finger domain-containing protein
NRRL3_09198	3762	oxysterol-binding protein-like protein
NRRL3_09199	1095	ATP synthase assembly factor Atp12-like protein
NRRL3_09200	1314	glycosyltransferase family 2 protein
NRRL3_09201	987	hypothetical protein
NRRL3_09202	2619	hypothetical protein
NRRL3_09203	1014	small GTPase superfamily protein
NRRL3_09204	1077	D-xylulose reductase A
NRRL3_09205	1851	D-lactate dehydrogenase
NRRL3_09206	984	hypothetical protein
NRRL3_09207	2784	WD repeat-containing protein
NRRL3_09208	225	DNA-directed RNA polymerases I, II, and III subunit RPABC5
NRRL3_09209	1977	hypothetical protein
NRRL3_09210	1746	F-box domain-containing protein
NRRL3_09211	1635	DnaJ domain-containing protein
NRRL3_09212	1902	G-patch domain-containing protein
NRRL3_09213	1215	cysteine protease
NRRL3_09214	426	histone H2B
NRRL3_09215	405	histone H2A
NRRL3_09216	300	complex 1 LYR family protein
NRRL3_09217	1410	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
NRRL3_09218	891	hypothetical protein
NRRL3_09219	786	protein-L-isoaspartate(D-aspartate) O-methyltransferase
NRRL3_09220	1566	DnaJ and TPR domain-containing protein
NRRL3_09221	1290	peptide chain release factor, mitochondrial
NRRL3_09222	891	tricarboxylate transport protein
NRRL3_09223	1518	ATP-dependent RNA helicase Dhh1
NRRL3_09224	3411	RecF/RecN/structural maintenance of chromosomes protein, N-terminal domain-containing protein
NRRL3_09225	1434	cysteinyl dipeptidase
NRRL3_09226	606	54S ribosomal protein mL58
NRRL3_09227	1809	cystathionine gamma-synthase
NRRL3_09228	3351	nucleolar RNA-associated protein Nrap family protein
NRRL3_09229	3768	hypothetical protein
NRRL3_09230	1254	peptidase C12, ubiquitin carboxyl-terminal hydrolase domain-containing protein
NRRL3_09231	1269	oxysterol-binding protein-like protein
NRRL3_09232	3567	condensin subunit 1/condensin-2 complex subunit D3 family protein
NRRL3_09233	1476	serine/threonine protein kinase
NRRL3_09234	990	OTU domain-containing protein
NRRL3_09235	2616	bromodomain-containing protein
NRRL3_09236	1767	zinc finger domain-containing protein, CCCH-type
NRRL3_09237	663	TBP-1 interacting protein-like protein
NRRL3_09238	2271	tetratricopeptide repeat-containing protein
NRRL3_09239	2571	ATP-dependent RNA helicase Chl1
NRRL3_09240	450	60S ribosomal protein uL15
NRRL3_09241	1086	alpha/beta hydrolase fold domain-containing protein
NRRL3_09242	5481	phospholipase D1/D2-like protein
NRRL3_09243	1635	hypothetical protein
NRRL3_09244	2841	trehalose 6-phosphate phosphatase
NRRL3_09245	1464	major facilitator superfamily protein
NRRL3_09246	813	casein kinase substrate PP28 domain-containing protein
NRRL3_09247	894	UNC-50 family protein
NRRL3_09248	4353	Sec7 domain-containing protein
NRRL3_09249	4992	coiled-coil protein of the spindle pole body
NRRL3_09250	945	nicotinate-nucleotide pyrophosphorylase
NRRL3_09251	993	aldose 1-epimerase
NRRL3_09252	924	fungal-specific transcription factor
NRRL3_09253	879	small GTPase superfamily protein
NRRL3_09254	2616	zinc finger, GATA-type and PAS domain-containing protein
NRRL3_09255	1128	hypothetical protein
NRRL3_09256	666	isochorismatase-like domain-containing protein
NRRL3_09257	1266	six-bladed beta-propeller, TolB-like domain-containing protein
NRRL3_09258	2448	zinc finger domain-containing protein, ZZ-type
NRRL3_09259	2037	Btz domain-containing protein
NRRL3_09260	1116	RNA recognition motif domain-containing protein
NRRL3_09261	1038	Ino80 complex subunit 3-like protein
NRRL3_09262	1173	exosome complex component Rrp4
NRRL3_09263	1437	interferon-related developmental regulator, N-terminal domain-containing protein
NRRL3_09264	2913	oxysterol-binding protein-like protein
NRRL3_09265	4248	transcription elongation factor Spt6
NRRL3_09266	1602	MAP kinase kinase
NRRL3_09267	2394	Hpc2-related domain-containing protein
NRRL3_09268	1449	RNA polymerase II-associated protein 1 domain-containing protein
NRRL3_09269	6276	negative regulator of mitosis
NRRL3_09270	1974	WD repeat-containing protein 
NRRL3_09271	2022	eukaryotic translation initiation factor 2A
NRRL3_09272	843	hypothetical protein
NRRL3_09273	963	glycosyltransferase family 8 protein
NRRL3_09274	1668	major facilitator superfamily domain-containing protein
NRRL3_09275	1752	hypothetical protein
NRRL3_09276	1569	hypothetical protein
NRRL3_09277	1254	N-acetyltransferase ESCO domain-containing protein
NRRL3_09278	780	ribosomal RNA small subunit methyltransferase
NRRL3_09279	1818	glyoxalase/bleomycin resistance protein/dihydroxybiphenyl dioxygenase domain-containing protein
NRRL3_09280	1293	protein kinase domain-containing protein
NRRL3_09281	444	ubiquitin-conjugating enzyme E2
NRRL3_09282	1287	glutaryl-CoA dehydrogenase, mitochondrial
NRRL3_09283	2226	fungal-specific transcription factor
NRRL3_09284	1188	flap endonuclease
NRRL3_09285	624	histone H1
NRRL3_09286	2619	phosphatidylinositol-4-phosphate 5-kinase-like protein
NRRL3_09287	1830	SAGA transcriptional regulatory complex subunit
NRRL3_09288	738	DASH complex subunit Spc34-like protein
NRRL3_09289	1872	26S proteasome regulatory subunit Rpn3
NRRL3_09290	1353	polyprenyl synthetase-like protein
NRRL3_09291	1503	major facilitator superfamily protein, efflux pump
NRRL3_09292	984	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_09293	2805	maintenance of mitochondrial morphology protein 1 domain-containing protein
NRRL3_09294	3132	actin-binding protein, required for normal apical cell polarization
NRRL3_09295	1359	FAD/NAD(P)-binding domain-containing protein
NRRL3_09296	1452	CoA-transferase family III protein
NRRL3_09297	1500	aldehyde dehydrogenase domain-containing protein
NRRL3_09297a1	1323	WD repeat-containing protein
NRRL3_09298	1863	peptidase family A1 domain-containing protein
NRRL3_09299	1038	glucose N-acetyltransferase
NRRL3_09300	849	HAD hydrolase subfamily IA protein
NRRL3_09301	1767	magnesium transporter CorA/zinc transporter ZntB family protein
NRRL3_09302	2322	anaphase-promoting complex subunit 5-like protein
NRRL3_09303	426	cytochrome c oxidase subunit 6A-like protein
NRRL3_09304	1881	AP endonuclease 1 family protein
NRRL3_09305	1107	alpha-domain mating-type protein
NRRL3_09307	1050	HD domain-containing protein
NRRL3_09308	903	phosphoribosylaminoimidazole-succinocarboxamide synthetase
NRRL3_09309	1044	complex I intermediate-associated protein 30-like protein
NRRL3_09310	966	RNA recognition motif domain-containing protein
NRRL3_09311	4755	mediator of RNA polymerase II transcription subunit 12
NRRL3_09312	345	uncharacterized protein
NRRL3_09313	345	eukaryotic translation initiation factor eIF1
NRRL3_09314	1071	N-glycosylation protein Eos1-like protein
NRRL3_09315	975	hypothetical protein
NRRL3_09316	2019	Rho GTPase-activating protein domain-containing protein
NRRL3_09317	2079	fungal-specific transcription factor
NRRL3_09318	600	Rho GTPase RacA, involved in regulation of cell polarity
NRRL3_09319	942	RNA recognition motif domain-containing protein
NRRL3_09320	1173	leucine-rich repeat domain-containing protein
NRRL3_09321	903	complementation of Mcm 10 suppressor Csm1
NRRL3_09322	1410	histone-fold-containing protein
NRRL3_09323	1011	surfeit locus 1-like protein
NRRL3_09324	1374	UBX domain-containing protein
NRRL3_09325	546	Cx9C motif-containing protein
NRRL3_09326	675	exosome-associated factor Rrp47/DNA strand repair C1D family protein
NRRL3_09327	1230	ketopantoate reductase ApbA/PANE-like protein
NRRL3_09328	1248	SET domain-containing protein
NRRL3_09329	873	ubiquinone biosynthesis protein Coq4, mitochondrial
NRRL3_09330	405	programmed cell death 5-related protein
NRRL3_09331	2085	vesicular transport protein
NRRL3_09332	1614	splicing factor 3A subunit 1 domain-containing protein
NRRL3_09333	2835	protein O-mannosyltransferase
NRRL3_09334	441	hypothetical protein
NRRL3_09335	1881	palmitoyltransferase
NRRL3_09336	2562	SET domain-containing protein
NRRL3_09337	3030	hypothetical protein
NRRL3_09338	339	complex 1 LYR family protein
NRRL3_09339	783	hypothetical protein
NRRL3_09340	2586	EGF-like domain-containing protein
NRRL3_09341	1764	hypothetical protein
NRRL3_09342	1725	sulfate adenylyltransferase sC
NRRL3_09343	930	phosphoadenosine phosphosulfate reductase
NRRL3_09344	1410	phosphoserine phosphatase domain-containing protein
NRRL3_09345	1251	lipoyl synthase, mitochondrial
NRRL3_09346	2025	hypothetical protein
NRRL3_09347	1722	WD repeat-containing protein
NRRL3_09348	1224	tRNA (guanine-N1-)-methyltransferase, N-terminal domain-containing protein
NRRL3_09349	792	deoxyribose-phosphate aldolase
NRRL3_09350	345	hypothetical protein
NRRL3_09351	7332	polyketide synthase
NRRL3_09352	1647	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_09353	1665	uroporphyrin-III C-methyltransferase-like protein
NRRL3_09354	1467	26S proteasome regulatory subunit Rpn5
NRRL3_09355	870	serine hydrolase Fsh domain-containing protein
NRRL3_09356	249	40S ribosomal protein eS27
NRRL3_09357	1227	choline/ethanolamine phosphotransferase family protein
NRRL3_09358	1032	NIPSNAP family protein
NRRL3_09359	729	pyridoxamine 5'-phosphate oxidase-like, FMN-binding domain-containing protein
NRRL3_09360	882	octanoyltransferase-like protein
NRRL3_09361	594	GTP-binding protein Rho3
NRRL3_09362	1521	COP9 signalosome complex subunit 2
NRRL3_09363	1461	peptidase C65, otubain family protein
NRRL3_09364	1701	xylose transporter
NRRL3_09365	2016	fungal-specific transcription factor
NRRL3_09366	1074	hypothetical protein
NRRL3_09367	279	60S ribosomal protein eL37
NRRL3_09368	1434	pre-mRNA splicing factor
NRRL3_09369	5007	DNA-directed DNA polymerase family B protein
NRRL3_09370	4479	RNA-dependent RNA polymerase-like protein
NRRL3_09371	3147	hypothetical protein
NRRL3_09372	1728	D-lactate dehydrogenase
NRRL3_09373	1092	aspartate-semialdehyde dehydrogenase
NRRL3_09374	777	40S ribosomal protein eS4
NRRL3_09375	1416	Ras guanine-nucleotide exchange factor domain-containing protein
NRRL3_09376	519	hypothetical protein
NRRL3_09377	1794	myb-like domain-containing protein
NRRL3_09378	429	sorting nexin
NRRL3_09379	1209	nucleotide-binding alpha-beta plait domain-containing protein
NRRL3_09380	2055	WD repeat-containing protein
NRRL3_09381	2667	hypothetical protein
NRRL3_09382	807	hypothetical protein
NRRL3_09383	1152	hypothetical protein
NRRL3_09384	306	ATP synthase, F0 complex, subunit F, mitochondrial
NRRL3_09385	660	NADH dehydrogenase ubiquinone Fe-S protein 4, mitochondrial
NRRL3_09386	1017	deoxyhypusine hydroxylase
NRRL3_09387	366	DNA-directed RNA polymerase subunit/transcription factor S family protein
NRRL3_09388	5319	cohesin loader Scc2/Nipped-B family protein
NRRL3_09389	2058	EF-hand domain-containing protein
NRRL3_09390	819	glucose-induced degradation protein 8
NRRL3_09391	1359	uridine kinase
NRRL3_09392	2184	pre-rRNA-processing protein
NRRL3_09393	3636	folliculin-interacting protein, N-terminal domain-containing protein
NRRL3_09394	5550	vacuolar membrane-associated protein
NRRL3_09395	2340	fungal-specific transcription factor
NRRL3_09396	2163	fungal-specific transcription factor
NRRL3_09397	1485	major facilitator superfamily protein
NRRL3_09398	1614	beta-1,3-glucanosyltransferase
NRRL3_09399	1701	calcium/proton exchanger CAX-like protein
NRRL3_09400	921	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein
NRRL3_09401	1815	dihydroxy-acid dehydratase-like protein
NRRL3_09402	1626	cytochrome P450
NRRL3_09403	1656	hypothetical protein
NRRL3_09404	1632	peptidase family A1 domain-containing protein
NRRL3_09405	726	cyanamide hydratase
NRRL3_09406	1272	hypothetical protein
NRRL3_09407	1665	fungal-specific transcription factor
NRRL3_09408	969	hypothetical protein
NRRL3_09409	1059	ferritin-like domain-containing protein
NRRL3_09410	2178	heterokaryon incompatibility domain-containing protein
NRRL3_09411	1401	aspartic peptidase-like protein
NRRL3_09412	1143	fungal-specific transcription factor
NRRL3_09413	1941	fungal-specific transcription factor
NRRL3_09414	1575	major facilitator superfamily protein
NRRL3_09415	1821	major facilitator superfamily protein
NRRL3_09416	405	60S ribosomal protein uL24
NRRL3_09417	1458	prolyl 4-hydroxylase subunit alpha domain-containing protein
NRRL3_09418	894	aminoglycoside phosphotransferase domain-containing protein
NRRL3_09419	441	hypothetical protein
NRRL3_09420	660	glutathione S-transferase domain-containing protein
NRRL3_09421	1623	major facilitator superfamily protein
NRRL3_09422	2013	hypothetical protein
NRRL3_09423	414	hypothetical protein
NRRL3_09424	486	hypothetical protein
NRRL3_09425	1005	quinone oxidoreductase
NRRL3_09426	720	glyoxalase
NRRL3_09427	2052	fungal-specific transcription factor
NRRL3_09428	4125	nucleoside phosphorylase domain-containing protein
NRRL3_09429	1524	fungal-specific transcription factor
NRRL3_09430	1611	amidase family protein
NRRL3_09431	1215	amidohydrolase family protein
NRRL3_09432	1443	major facilitator superfamily protein
NRRL3_09433	1290	ornithine aminotransferase
NRRL3_09434	486	hypothetical protein
NRRL3_09435	1122	fasciclin domain-containing protein
NRRL3_09436	699	NADH dehydrogenase [ubiquinone] iron-sulfur 
NRRL3_09437	1914	fungal-specific transcription factor
NRRL3_09438	918	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_09439	366	RmlC-like cupin domain-containing protein
NRRL3_09440	579	Ada DNA repair, metal-binding domain-containing protein
NRRL3_09441	861	phenazine biosynthesis PhzF-like protein protein
NRRL3_09442	1581	amino acid/polyamine transporter I family protein
NRRL3_09443	1596	cytochrome P450
NRRL3_09444	735	uncharacterized protein
NRRL3_09445	816	hypothetical protein
NRRL3_09446	5241	hypothetical protein
NRRL3_09447	534	RmlC-like cupin domain-containing protein
NRRL3_09448	1119	hypothetical protein
NRRL3_09449	4464	WD repeat-containing protein
NRRL3_09450	1395	endo-rhamnogalacturonase
NRRL3_09451	966	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_09452	732	hypothetical protein
NRRL3_09453	993	alcohol dehydrogenase domain-containing protein
NRRL3_09454	501	nuclear transport factor 2 domain-containing protein
NRRL3_09455	2904	fungal-specific transcription factor
NRRL3_09456	444	uncharacterized protein
NRRL3_09457	1002	NAD-dependent epimerase/dehydratase domain-containing protein
NRRL3_09458	1827	heterokaryon incompatibility domain-containing protein
NRRL3_09459	1113	NADH:flavin oxidoreductase/NADH oxidase, N-terminal domain-containing protein
NRRL3_09460	900	hypothetical protein
NRRL3_09461	2007	fungal-specific transcription factor
NRRL3_09462	999	alternative oxidase, mitochondrial
NRRL3_09463	1509	external alternative NADH-ubiquinone oxidoreductase, mitochondrial
NRRL3_09464	1800	3-hydroxyacyl-CoA dehydrogenase domain-containing protein
NRRL3_09465	561	glutathione-dependent formaldehyde-activating enzyme/centromere protein V domain-containing protein
